eid,input_text,pred
4cWrtMvfj-tomyEPgP7KFg,AMAZING dessert [SEP] fantastic time [SEP] great server [SEP] very knowledgable about menu [SEP] great Food [SEP] neat experience [SEP] wonderful waitress [SEP] super helpful specials [SEP] special romantic meal [SEP] forgot charcuterie [SEP] awesome Swiss Gruyere [SEP] great seasoning blend [SEP] Best place [SEP] disappointed dessert plate [SEP] attentiveness recommendations,this place is a great place to have a romantic dinner with friends. the food is awesome and the service is great. the server was super helpful and friendly. the menu is very extensive with a lot of options to choose from. i had a filet mignon and it was one of the best i've had in a long
3A0xvZPEUduT0GE9VxxUUQ,Super friendly staff [SEP] Great friendly service [SEP] delicious sausage roll [SEP] perfectly made apple turnover [SEP] cordial owner [SEP] good staff [SEP] best coffee [SEP] amazing apple turn over [SEP] very good iced caramel latte [SEP] quick snack [SEP] awesome desserts [SEP] great tasting pies [SEP] delicious pasties [SEP] unexpectedly delicious chicken artichoke pot pie [SEP] Was the chicken avocado,this place is great! the staff is super friendly and the service is fast. the coffee is delicious and the coffee was good. i had the chicken pot pie and it was delicious. my husband had the french toast which he said was the best i have ever had. i had a chicken sandwich and it came with a
0Rni7ocMC_Lg2UH0lDeKMQ,great for place [SEP] less than good Garlic Bread [SEP] ok Spagehtti [SEP] nothing great Pasta meal [SEP] no bread sticks [SEP] salty cheese pizza [SEP] dirty place [SEP] horrible Customer service [SEP] Great service [SEP] extremely nice Lady [SEP] dirtiest location [SEP] clean tables [SEP] great tasting Pizza [SEP] outstanding Pizza [SEP] well supplied toppings,this place is great. the place is clean and the service was great. the pizza was extremely salty. the pizza crust was extremely salty and the crust was well done. the pizza had a lot of flavor and the dough was just ok. the garlic knots were good but the garlic bread was over cooked and the cheese was
2jqUYcKMYZXnpxNTkORJgQ,not good Coffee [SEP] good service [SEP] great food [SEP] deliciously seasoned potato wedges [SEP] up there spinach [SEP] best burger [SEP] superb ricotta blueberry pancakes [SEP] love vegetarian muffaletta sandwich [SEP] impressed food [SEP] best place [SEP] Nice place [SEP] great eggs and corned beef hash special [SEP] delicious breakfast [SEP] reasonable price [SEP] flavorful bbq,i love this place. the food is great and the price is reasonable. the service is good and the breakfast sandwich is the best i have had in a long time. i had the corned beef sandwich and it was perfectly seasoned and seasoned just right. i also tried the french toast and it had a nice kick to
-8R_-EkGpUhBk55K9Dd4mg,excellent customer service [SEP] best curries [SEP] immaculate cleanliness [SEP] quickly served [SEP] bad vibes [SEP] Excellent beef salad [SEP] very spicy Tom Yum [SEP] Great foods [SEP] very friendly environment [SEP] clean restaurant [SEP] full flavors [SEP] Tha flavors [SEP] Not much for ambiance [SEP] always friendly staff [SEP] super friendly delivery driver,this is the best thai restaurant i have been to in the area. the environment is very clean and the staff is always friendly and the customer service is excellent. the food is excellent and the spice level is always hot and fresh. the tom yum soup is excellent as well. the owners are also very friendly and always
5mJlO3oCw_4vvbq1qM6OEg,amazing sandwiches [SEP] LOVE place [SEP] very creative options [SEP] extremely reasonable prices [SEP] Best lunch option [SEP] creative Sandwiches [SEP] highly recommended roasted red [SEP] HEAVY on sandwiches [SEP] cool spot [SEP] fresh ingrediants [SEP] simple food [SEP] quiet neighborhood [SEP] nice little shop [SEP] really nice and quick staff [SEP] fresh sandwiches,this is a really cool little neighborhood coffee shop. the staff is extremely nice and the food is amazing. they have a wide variety of sandwiches and sandwiches to choose from. the sandwiches are fresh and the best i've ever had in a long time. they also have a nice spot to grab a quick bite to eat. the
5Lcit9Zt6TF9bmKoFMhF0g,perfect place [SEP] best soup [SEP] flexible place [SEP] 12345678 wifi password [SEP] really bad service [SEP] bad attitude [SEP] horrible food [SEP] okay place [SEP] average Beef Roll [SEP] okay side dishes [SEP] like wontons [SEP] very good pork chop noodle [SEP] milder soup [SEP] perfect chili [SEP] spectacular wontons,"i really like this place. the food is okay, but the service is terrible. i have been here a few times and the last time i was in the mood for a place to go for lunch. i ordered the beef noodle soup and it was very good. the beef soup was the best i have ever had. the"
nGkFxexlhSVcqLLMLIAtss,super good meat [SEP] average food [SEP] good spot [SEP] always delicious food [SEP] very pleasant staff [SEP] good pho place [SEP] clean and friendly establishment [SEP] favorite places [SEP] Convenient location [SEP] Awesome owners [SEP] great samien [SEP] plain shrimp yellow noodle saimen [SEP] enjoy pho spot [SEP] different place [SEP] clean restaurant,this is one of my favorite vietnamese places in the area. the restaurant is clean and the staff is super friendly. the food is good and the restaurant itself is clean. the pho broth is very good. the meat is always fresh and the sauce is good. the place is always clean and has a great vibe.
8JcCvA_92PVcNQUh1J_TaA,great experience [SEP] fun staff [SEP] great crew [SEP] amazing expedition [SEP] very memorable experience [SEP] enjoyable ride [SEP] super human super star Crew [SEP] terrific time [SEP] fabulous experience [SEP] amazing staff [SEP] safe experience [SEP] fun adventure [SEP] appreciate staff [SEP] really sweet birthday cake [SEP] perfect weather,we had a great experience at this dealership. the staff was super fun and the team was awesome. the staff were super sweet and helpful. we had an amazing experience with a group of friends and we had such a great time. the staff made us feel very comfortable and we were very well taken care of. we had
1KhBzrqmU164bss64jR5uA,amazing food [SEP] Great comedy [SEP] best Mac and cheese [SEP] always top notch BBQ [SEP] amazing Bar tender [SEP] on point Brisket [SEP] great Service [SEP] conveniently located [SEP] Fun night of [SEP] Great location [SEP] too so friendly people [SEP] happy Service [SEP] best food [SEP] love place [SEP] friendly quick service,i love this place! the food is always amazing and the service is fast and friendly. the service has always been fast and friendly and the location is great. i love the mac and cheese and the mac n cheese is the best i have ever had. the mac & cheese is to die for and the ribs are
7yTtTjsZLi5Ef1vsr6ZPTw,so on par Greek salad [SEP] miss cookie [SEP] smoothly transition [SEP] Nice renovation [SEP] good Food [SEP] Good service [SEP] down toaster [SEP] over priced [SEP] $ 6 salad [SEP] $ 30 lunch for [SEP] good salad [SEP] very nice and courteous staff [SEP] very good broth bowls [SEP] a little too for salad [SEP] seamy clientele,the food was good and the service was very good. the salad was a little over priced for the amount of food you get. i had the greek salad and it was very good but a little too much for my liking. the salad dressing was nice and the dressing was very nice. the staff was very courteous and
4HoCAPiFH2BFznYxGR7sjQ,lovely nails [SEP] Great service [SEP] great guy [SEP] great personality [SEP] family owned [SEP] great prices [SEP] friendly staff [SEP] beautiful unique colors [SEP] reasonably priced [SEP] fav nail place,this is a great place to go for a great mani / pedi. the service is great and the staff are friendly. the owner is lovely and the prices are great. the salon is beautiful and they have a great selection of colors to choose from. my new favorite nail place!
5iHctUjkQTGwEvOaBkwMRQ,favorite restaurant for lunch [SEP] soo good coffee [SEP] great teas [SEP] amazing quality selection of [SEP] delicious pesto chicken pannini [SEP] super nice staff [SEP] really sweet girls [SEP] toasted marshmallow iced latte [SEP] free wi - fi [SEP]  Great lunch [SEP] best coffees [SEP] reasonable Prices [SEP] good place [SEP] uncomplicated breakfast [SEP] Good coffee,this is one of my favorite breakfast spots in the city. the staff is super nice and the prices are reasonable for the quality of the food. the coffee is good and the iced coffee is really good. the iced chai coffee is delicious and the coffee and coffee is great too. the place is a great place for
4c19YWOjPmbFUK4-V2GEvg,Huge portions- [SEP] good- drinks [SEP] very creative selection- [SEP] good everything [SEP] good desserts [SEP] okay food [SEP] absurd bill [SEP] nothing Food [SEP] fine Service [SEP] aiiiight beers on tap [SEP] above average for pub food [SEP] little salty staff [SEP] favorite quesadilla [SEP] eclectic beers [SEP] very cool option,this is one of my favorite brewery in the area. the food is just ok. the service is fine. the staff is very friendly and the drinks are very good. the food comes out relatively quickly. the beers are a little overpriced for the quality of the food you get. the beers on tap are a huge plus for
806kkDGaRCJ4lZLRcEf-iw,delicious ramen [SEP] better food [SEP] FAST service [SEP] spot on recommendation [SEP] modern Decor [SEP] yummy ramen [SEP]  Awesome ramen [SEP] ok raviolis [SEP] really good pepper broth [SEP] really nice spot for lunch [SEP] Crowdy place [SEP] good service [SEP] not good fast food of ramen- [SEP] cozy restaurant [SEP] UMAMI HEAVEN rice balls,this is a really good ramen place. the service is fast and the food is awesome. the restaurant is nice and clean. the decor is really modern and the service was fast. the food was really good and the ramen broth was awesome. i had the tonkotsu ramen and it was awesome. the broth was spot on and the
0p0PqX7Zsm_0lvXzEWpwWA,FREE BOOKS [SEP] Huge double storey space [SEP] large public areas [SEP] free Library cards [SEP] bright library [SEP] amazing services [SEP] helpful staff [SEP] Fairly good selection [SEP] not library [SEP] love checkout [SEP] favorite place [SEP] modern building [SEP] vast windows [SEP] crazy geometrically shaped architecture [SEP] always friendly and staff,this is one of my favorite malls in the valley. the staff is always helpful and friendly. they have a huge selection of books and a good selection of snacks to choose from. the space is spacious and the staff are always friendly and helpful. i love this place and will continue to come back to this one.
2tC8oReqFUT0_uVQ3kHePA,very fresh food [SEP] Great food [SEP] free cookies [SEP] varied favors [SEP] friendly staff [SEP] Outstanding food [SEP] decent price [SEP] squeaky clean dining area [SEP] best tacos [SEP] love location [SEP] less than superb staff [SEP] better staff [SEP] amazing spicy avocado salsa [SEP] impressed service [SEP] reasonable prices,this is the best mexican food i have had in a long time. the staff is friendly and the service is top notch. the food is outstanding and the prices are very reasonable for the quality of food you get. the salsa is fresh and the chips and salsa are fantastic. the staff are very helpful and friendly. the
0NgePUfXd2TG0kWgsQRq0A,good food [SEP] incredible food [SEP] fresh vegetables [SEP] frozen meat [SEP] recommend tofu [SEP] fast service [SEP] unprofessional employees [SEP] impressed customer [SEP] great experience [SEP] great Service [SEP] always clean place [SEP] best price [SEP] fun experience [SEP] included yogurt [SEP] always clean location,this place has the best food i have ever had in my life. the service is great and the employees are always friendly. the location is clean and the food is always fresh and delicious. the price is a little high for what you get. i would recommend this place to anyone.
13-n6Gm0AK0QK28iatttWQ,very interesting sandwich and [SEP] unique sandwiches [SEP]  Best breakfast [SEP] vegetarian friendly options [SEP] difficult sandwich [SEP] Beautiful salads [SEP] perfect avocados [SEP] fresh ingrediants [SEP] recommend chicken torta [SEP] fresh sandwiches [SEP] not cheap place [SEP] good food [SEP] quick snack [SEP] great little shop [SEP] quite a friendly guy,"this is a beautiful sandwich shop with a great selection of vegetarian options. the food is very fresh and delicious. the sandwiches are a little pricey for the amount of food you get. i would recommend the chicken sandwich sandwich sandwich to anyone looking for a quick bite. the sandwiches were not the best i've ever had, but the"
0PMMhCAz2S5dmcA9mJ3dRg,really good food [SEP] Great atmosphere [SEP] phenomenal beer [SEP] amazing place [SEP] smooth citrus hop [SEP] not as sweet Midnight run [SEP] amazing Mijo [SEP] good great Prices [SEP] decent Beers [SEP] Cool atmosphere [SEP] inviting beer [SEP] liked place [SEP] good Beer [SEP] more dark beers on tap [SEP] delicious pizza place inside,i really liked this place. the atmosphere was great and the beer prices were good and the food was amazing. the beer was delicious and the atmosphere is really chill. the only thing i didn't like about this place is that the place is not a good place to hang out and have a conversation with friends. the place
7mMxJjeZqnN_nOhWhyU-Vg,fantastic service [SEP] fantastic server [SEP] wonderful restaurant [SEP] phenomenal sushi [SEP] delicious orange creamsicle dessert [SEP] Great music [SEP] wonderfully clean [SEP] reasonable All u can [SEP] delicious roll [SEP] very minimal wait time [SEP] attentive waiter [SEP] extremely reasonable price [SEP] fast bite [SEP] amazing 911 Special [SEP] nice Atmosphere,fantastic sushi at a very reasonable price. the service was fantastic and our server was extremely attentive. the atmosphere was wonderful and the music was great. the price was reasonable for the amount of food you get. the sushi was delicious and the price is reasonable for what you get. i will definitely be back!
-R2kwt0qMnzwEdAfXPvkXg,late food [SEP] good host [SEP] must try dosas [SEP] Extensive vegetarian menu [SEP] Generous portions [SEP] attentive service [SEP] super reasonable prices [SEP]  Best Indian [SEP] recommend chana batura [SEP] humble surroundings [SEP] fine food [SEP] really good chef [SEP] Authentic udipi style [SEP] Authentic south Indian cafe [SEP] best dosa,"this is one of the best indian food restaurants i've been to in a long time. the food is really good and the portions are generous. the prices are reasonable and the service is super good. i highly recommend the vegetarian platter and the chicken tikka masala is a must! the portions were generous, and the waiters were attentive"
333W59XcrXZsJlnBAAx5mQ,very pleased food [SEP] very rude reservation [SEP] Very poor customer service [SEP] beautiful decor [SEP] love location [SEP] standing room only place [SEP] Classic style Mexican food [SEP] Yummy crispy [SEP] favorite frozen with a chambord float [SEP] off the chain- salad carbon [SEP] very delicious place [SEP] so good ranchero burro [SEP] great staff [SEP] good fried ice cream [SEP] recommend place,this place is very good. the decor is beautiful and the staff is very friendly. the customer service is very good and the food is delicious. i love the fried chicken salad and the fried rice is my favorite. i would recommend this place to anyone looking for a great place to go for a good quality mexican food
3XE-poXz9CeDao-Q7pqkTw,very good service [SEP] family style prix fixe [SEP] great family style [SEP] fine chicken [SEP] better everything [SEP] top notch Service [SEP] small mixup [SEP] amazing lobster corn dogs [SEP] not be disappointed salad [SEP] faster table [SEP] thin bacon seabass [SEP] great salad [SEP] loved food [SEP] pretty empty Place [SEP] absolute 10 Food,this is a great hole in the wall type of place. the service is top notch and the food is top notch. i got the chicken club and loved it. the mac and cheese was amazing and the mac salad was the best i've had in a long long time. the mac n cheese was also pretty good. the
4ugJ4F8jDJ9-2dEiZ47wLg,adorable place [SEP] love decor [SEP] private rooms [SEP] bottomless mimosas [SEP] awesome happy hour [SEP] great rolls [SEP] averagely priced sushi [SEP] Great place for a first date [SEP] tastiest meals [SEP] loved seared tuna with foie gras [SEP] incredible lamb chops [SEP] fantastic decore [SEP] five star Lychee martini [SEP] must order beans [SEP] good kimbucha soup,this is a great place for a date night. the decor is gorgeous and the food is fantastic. i had the seafood tartare and it was fantastic. i also had the lobster bisque which was fantastic. my friend had the salmon and said it was great but i had a little bit of a bit too much for my
3bVc_IDRyAXpg__qkEEXyw,best food [SEP] loved kale Cesar [SEP] nice place [SEP] adorable casual chic ambiance [SEP] sweetest staff [SEP] super Service [SEP] watered down smoothie [SEP] a their lunch [SEP] huge roll [SEP] flavourful roll [SEP] fresh salad [SEP] filling meal [SEP] requested nut free Raw food [SEP] incredibly tasty healthy dinner [SEP] delicious food,this place has the most beautiful ambiance of the restaurant. the staff is super nice and the service is impeccable. the food is incredibly fresh and delicious. i had the salmon salad and it was the best i have ever had. the salad was delicious and i loved it. the food was fresh and tasty. i will definitely be
4p6Wce7Ed707QS2-yQkvZw,great place [SEP] great food [SEP] flawless experience [SEP] like live music [SEP] best bbq [SEP] Laid back atmosphere [SEP] friendly and service [SEP] very sub par food [SEP] incredibly rude staff [SEP] no go pizza [SEP] pricey food [SEP] wonderful conversation [SEP] great beer [SEP] super friendly people [SEP] weird bowls,"this is one of the best bbq joints i have ever been to. the food is great, the atmosphere is laid back and the staff is incredibly friendly and the service is great. i really like the food and the beer selection is great, and the atmosphere of the place is laid out and fun. the music is so"
3S471NOBFUzQY7YqCImKBQ,Reasonable prices [SEP] worst haircut [SEP] not even haircut [SEP] clipped nails [SEP] Terrible experience [SEP] so happy dog [SEP] fabulous work,this is the worst haircut i have ever had. the prices are reasonable for the amount of quality you get for the money you pay for. i got a groupon for a haircut and i was not happy with my experience. i will not be returning.
1TTQ41NqKks69GltQSQNIA,Worst buffet [SEP] cold dish [SEP] busy place [SEP] quite nice building [SEP] pretty big place [SEP] enjoying drinks [SEP] older crowd [SEP] great Bars [SEP] cheap gambling [SEP] good casino [SEP] clean rooms [SEP] great price [SEP] overwhelming smoke [SEP] well priced Breakfast [SEP] far away from place,this is the worst place to go to if you are in the mood for cheap drinks and cheap drinks. the place is clean and the bathrooms are great. the place was pretty empty and there was a lot of people in the place. the bathrooms were well kept and the bar was well kept up for the price.
065c76tt1dXBNmoGBymUgQ,great texture change [SEP] delicious surprise [SEP] sweet savory [SEP] great combo [SEP] High quality gourmet hot [SEP] long wait time [SEP] Horrible customer service [SEP] good experience [SEP] good Service [SEP] Hipster little joint [SEP] pretty straight forward menu [SEP] unique selections for hot dogs [SEP] ridiculous single hot dog [SEP] bad burger [SEP] not great Customer service,this is a great little hole in the wall place with great customer service. the customer service is good and the menu is unique and delicious. the hot dogs are delicious and they have a good variety of hot dogs to choose from. i had the hot dog and it was not bad at all. the hot hot dog
6jDD-Z8QcsKTdIDWwM8gog,Excellent Italian food [SEP] Great garlic knots [SEP] Love staff [SEP] nice place [SEP] amazing food [SEP] almost empty restaurant [SEP] Great ambience [SEP] absolutely delicious Food [SEP] fresh Bread [SEP] fantastic Wood fired pizza [SEP] reasonably priced specialties [SEP] out of this world caramel martini [SEP] Beautifully decorated [SEP] very modern style [SEP] sophisticated atmosphere,i love this place. the food is excellent and the atmosphere is beautifully decorated. the staff is very nice and the restaurant is beautifully decorated with a great ambience. the food was delicious and the garlic bread was out of this world. i had the garlic knots and it was absolutely delicious. i also love that they have a
wHswySRYvUDgQulMMGYaIo,good food [SEP] exceptional service [SEP] good spot [SEP] limited parking [SEP] free meal [SEP] so manager [SEP] recommend famous [SEP] best lunch location [SEP] Filling great [SEP] longer wait [SEP] dry Meats [SEP] dry French fries [SEP] incredibly dry foods [SEP] best chili [SEP] super nice and friendly manager,"this is one of the best breakfast places i've been to in a long time. the food is incredibly good and the service is incredibly good. the wait staff is incredibly friendly, and the manager is incredibly nice. i highly recommend the grilled cheese fries and the meat is moist and juicy. the sides are good and they have"
fjufqwFSQrUhLqoYGTklHQ,good Price [SEP] okay Taste [SEP] Very delicious [SEP] great service [SEP] wonderful Parsley Modern Mediterranean [SEP] Very responsive staff [SEP] wonderful Food [SEP] pretty amazing pita bread [SEP] incredible value [SEP] favorite Mediterranean place [SEP] really good place [SEP] very location,this place is amazing! the service is very good and the food is delicious. i had the gyro plate and it was absolutely amazing. the pita bread was also very good. the price is also very good for what you get. the location is very modern and clean and the staff is very nice. i would definitely recommend this
3m2XZFVraCiqjgLxHi5MdA,great service [SEP] consistent food quality [SEP] fine dining place [SEP] amazing place [SEP]  Best [SEP] great inside [SEP] Not the best location [SEP] glowing reviews [SEP] delicious food [SEP] not extravagant prices [SEP] $ 75/person no show fee weekend reservations [SEP] fantastic butternut squash soup [SEP] loved sweetbreads [SEP] aite shrimp dish [SEP] must mahimahi,"this is one of the best places to eat in the city. the location is fantastic and the food is delicious. the service is fantastic but the quality of the food makes up for the quality and taste of the food. i ordered the shrimp and it was not the best i have ever had, but it was delicious."
0EpnzIpeFvhISkxMTIv9WA,better food [SEP] incredible place [SEP] delicious beef [SEP] the jerk chicken [SEP] good service [SEP] really nasty Attitude [SEP] very friendly woman [SEP] Great atmosphere [SEP] absolutely delicious plates [SEP] great Flavors [SEP] very dry jerk chicken wings [SEP] wonderful smell,this place is absolutely amazing. the food is absolutely delicious. the service is great and the atmosphere is very friendly. the jerk chicken is absolutely delicious and the jerk sauce is very good. the jerk jerk chicken was also really good. the only thing i didn't like was that it was a little bland and had a weird smell
2tfMXjOotr1r168mVttUmQ,Fun little spot [SEP] enjoyed vegetarian [SEP] huge Everything [SEP] really thick burgers [SEP] large beer selection [SEP] cooked over hard egg [SEP] over easy fried [SEP] no flavor burger [SEP] good sweet potatoes fries [SEP] very friendly and attentive staff [SEP] underwhelming food [SEP] great place [SEP] great decorating [SEP] great burger [SEP] efficient Everyone,this is a great little place to go for a quick bite to eat. the staff is very friendly and attentive. the food is great and the fries are really good. i had the fried chicken burger and it was over cooked and cooked to perfection. i also had the chicken burger which was a little over cooked but
0kPm1zEpeXFRg8D2phqgCQ,Very slow [SEP] BOMB Carmel Machiado [SEP] so long wait [SEP] horrible experience [SEP] good and strong Espresso `` [SEP] freash Donuts [SEP] old donuts [SEP] fresh donuts [SEP] heavier donuts [SEP] always more important Customer service [SEP] delicious frozen hot chocolate [SEP] worst service,this place has the worst customer service i have ever had in a long long time. the donuts are always fresh and the donuts and donuts are delicious. the only reason i am giving this place 4 stars is because the customer service is very slow and the wait is always long. the donuts were stale and stale. the
4qQVf2lt-47VcQ4v54PEXQ,Amazing food [SEP] really friendly Everyone [SEP] outstanding Chicken Marsala [SEP] outstanding aroma [SEP] always generous seafood pasta dishes [SEP] always worth ordering daily specials [SEP] small place [SEP] little strip mall [SEP] very happy with meal [SEP] favorite Italian place [SEP] Loved cheese [SEP] very reasonable Price [SEP] homemade Tiramisu [SEP] perfect everything [SEP] BETTER pizza,this place is a hidden gem. the food is always outstanding and everyone is very friendly. the pasta dishes are outstanding and the price is very reasonable for the quality of the food. my favorite is the pasta and the pasta dishes. the pasta is always made to order and everything is made to perfection. the pasta plates are
0GVu1xLqxbUQLfSCp25OGQ,favorite boba joint [SEP] always made fresh tea [SEP] always perfectly made boba [SEP] too sweet Honey Milk Tea Boba [SEP] great boba milk tea [SEP] different flavors of milk tea [SEP] reasonably fair Prices [SEP] Very friendly staff [SEP] recommend Brown Sugar Milk Tea [SEP] acquired taste sushi [SEP] n't so great drinks [SEP] dirty place [SEP] really good peach [SEP] super light milk tea [SEP] Huge menu,this is my favorite boba place in the area. the boba is always fresh and the staff is super friendly. the menu is huge and the prices are very reasonable. the boba drinks are always great. the boba tea is really good and the boba milk tea is always fresh. i highly recommend this place to anyone looking for
2mdF-c66TY3eSyTVI4GhQg,loved tour [SEP] great tour guy [SEP] oblivious girls [SEP] really quick root beer float [SEP] love place [SEP] late night chocolate tasting [SEP] free chocolate taste tours [SEP] great place [SEP] unique souvenirs [SEP] fantastic server [SEP] Great food [SEP] perfect spot [SEP] pleasant dining experience [SEP] Awesome place [SEP] Tons of candy,this place is a great place to go for a quick bite to eat with a friend. the food is fantastic and the price is spot on for the quality of the food you get. i loved the free chocolate chip cookie and the chocolate chip cookie. the place is really clean and the people working there are so
41H6zhehn6vY_b0f2JPuwA,great experience [SEP] happy eyelashes [SEP] wonderful salon [SEP] top notch services [SEP] professional everyone [SEP] Amazing place [SEP] amazing service [SEP] 30 minute appointment [SEP] great lashes [SEP] super comfortable lashes,this place is amazing. i have been coming here for over a year now and have never had a bad experience. the salon is very clean and the service is great. everyone is so professional and professional. i have never been disappointed with my lashes and i am so happy with my results. i highly recommend this salon to
1Z4_zSITNVQ_Bt027R0S1g,exceptional food [SEP] good pub [SEP] sexy european accent [SEP] welcoming atmosphere [SEP] attractive server [SEP] conscientious burger [SEP] worth every penny drink [SEP] Best Corned beef sandwich [SEP] virtually deserted place [SEP] woeful service [SEP] great staff [SEP] small menu [SEP] so so food [SEP] ok shepherds pie [SEP] did corn dog sasusage,this is the best place to go to watch a game. the food is just ok and the service is so - so. the atmosphere is welcoming and the staff is so welcoming and friendly. the beer menu is great and the beer selection is good. i had the pulled pork sandwich and it was just ok. i had
2Q89PhkcyT9uZnQORmqMKg,good noodles [SEP] good taste [SEP] pretty big portion [SEP] gooey tendon [SEP] generous portions [SEP] recommend place [SEP] a little The price [SEP] craze authentic Chinese [SEP] always friendly owners [SEP] 100% shrimp wontons [SEP] bland roast suckling pig [SEP] not bad prices [SEP] Nice service [SEP] delicious food,this is my go - to chinese place for chinese food. the prices are good and the portions are generous. the service is always friendly and the prices aren't bad at all. the food comes out fast and the price is pretty big for the amount of food you get. i ordered the beef noodle soup and it was
0mb-rhWhjrlyiNFGrH_FbQ,better food [SEP] always been friendly waiting staff [SEP] great atmosphere [SEP] enjoy burgers [SEP] delicious cookie skillet [SEP] friendly and efficient staff [SEP] made steak philly [SEP] perfectly turkey wrap [SEP] wonderful Everything [SEP] sketchy place [SEP] appealing outside tables [SEP] huge family movie [SEP] homemade mac n cheese [SEP] is dark [SEP] rushed Staff,this place is great! the staff is friendly and the staff are efficient and friendly. the food is fantastic and the fries are always fresh and delicious. i had the buffalo chicken sandwich and it was huge and delicious. the potato salad was huge but the turkey sandwich was a little too sweet for my taste but everything else
